,documents,document_scores,document_ids
35,"LONDON, England (CNN) -- As the first splinters of sunlight spread their warmth on the south bank of the River Thames on Thursday, it became clear that after more than a century, the vision of Victorian engineer Alexander Stanhope St. George had finally been realized. The Telectroscope lets Londoners and New Yorkers see each other in real time. In all its optical brilliance and brass and wood, there stood the Telectroscope: an 11.2-meter-(37 feet) long by 3.3-meter-(11 feet) tall dream of a device allowing people on one side of the Atlantic to look into its person-size lens and, in real time, see those on the other side via a recently completed tunnel running under the ocean. (Think 19th-century Webcam. Or maybe Victorian-age video phone.) And all the credit goes to British artist Paul St. George. If he had not been rummaging through great-grandpa Alexander's personal effects a few years ago, the Telectroscope might still exist only on paper, hidden away deep inside some old box. But fortunately, St. George could not bear that thought and thus decided he should be the one to finish what his great-grandfather had started. It was quite simply the right thing to do. Plus, it would make a pretty cool public art exhibit. Send us your videos, images or stories . During the twilight hours Tuesday, massive dirt-covered metal drill bits miraculously emerged -- one by the Thames near the Tower Bridge and the other on Fulton Ferry Landing by the Brooklyn Bridge in New York -- completing the final sections of great-grandfather Alexander's transatlantic tunnel. The drills were removed Wednesday night and replaced with identical Telectroscopes at both ends, allowing Londoners and New Yorkers to wake up Thursday, look over to the far and distant shore and stare at each other for a while (the telescope-like contraption permits visual but not vocal communication). Of course, only part of this story is true. St. George is an artist in Britain who does have a grandfather -- minus the great prefix -- named Alexander. And the trans-Atlantic tunnel is really a trans-Atlantic broadband network rounded off on each end with HD cameras, according to Tiscali, an Italian Internet provider handling the technical side of the project. As for the Telectroscope, well, it was a fanciful idea that, according to St. George, came about from a typo made by a 19th-century reporter who misspelled Electroscope, a device used to measure electrostatic charges - as Telectroscope. ""The journalist also misunderstood what it was about and wrote in the article that it was a device for the suppression of absence,"" St. George said. ""The accidental hope captured their imagination, and lots of people at the end of the 19th century thought it was a great idea."" The Telectroscope captured St. George's imagination five years ago, when he began pondering how to do a project on the childhood fantasy of digging a hole to the opposite side of the Earth. And because the artist also happens to have an expertise in Victorian chronophotography -- a precursor to cinematography -- he had a slight idea of where to look for the proper equipment. ""We all have that idea in our head if we could make a tunnel to the other side of the Earth,"" St. George said.""But we are not all crazy enough to actually try and do it."" St. George was crazy enough to actually try and do it, but he realized he could not do the digging alone. So about two years ago, he pitched the idea to Artichoke, the British arts group responsible for taking the Sultan's Elephant -- a 42-ton mechanical creature -- for a stroll through central London in 2006. The company was immediately taken by St. George's idea. ""The whole thing is about seeing what is real and what isn't real and how the world is,"" said Nicki Webb, a co-founder of Artichoke. ""Is it nighttime when we are in daytime, and does it look familiar to us or not?"" When the sun illuminated the lens of the Telectroscope next to the Thames, it was, of course, still nighttime in New York. So the screen inside the scope broadcast back only an empty sidewalk silently framed by the Brooklyn Bridge and the Manhattan skyline. But then something miraculous occurred. A police officer and a street cleaner walked into the frame. Stopped. And waved. The Telectroscope will be on display and open to the public 24 hours a day in London and New York until June 15. Artichoke is arranging requests to synchronize special reunions between friends and family or, the company hopes, maybe even a marriage proposal.",0.5978056,4135
36,"""Everything can be improved."" -- Ross Lovegrove . Designer Ross Lovegrove . Fiercely original and unapologetically innovative, Ross Lovegrove describes himself, somewhat reluctantly, as an industrial designer. ""It's not as grimy, it's not as deep and dark as that sounds,"" he says. Famous for his tactile and sensual fluid forms, he takes his inspiration from nature to create an organic minimalism that he calls ""fat free"" design. ""Nature is a very big part of my work and always has been. I've never seen it as a trend or a fashion,"" he told CNN. In the early 1980s, with Frog Design in West Germany, he worked on projects including Sony Walkmans and Apple computers. He later moved to Paris as a consultant to Knoll International. Since returning to London in 1986, Lovegrove has worked with a wide range of clients including Airbus Industries, Peugeot, Apple Computers, Issey Miyake, Olympus Cameras, Tag Heuer, Herman Miller, Japan Airlines and Toyo Ito Architects in Japan, as well as a host of top design brands.  See some of Ross Lovegrove's designs. » . Away from his client work, one of Lovegrove's projects is the ""Car on a Stick,"" an electric bubble car that turns into an elevated streetlight at night. ""I'm interested in developing an aesthetic for the 21st century which comes from the intelligent use of resources, materials and structures,"" he says. Lovegrove's methods blend organic inspiration, a fresh approach to function, cutting-edge manufacturing technologies and cross-application of techniques. ""In my own work, I'll learn from doing a super-lightweight suitcase in Osaka,"" he says. ""Then I'll think, 'How can I use that super-lightweight technology to do the chassis of a car?' It's transfer and exchange of knowledge."" His work has been extensively published and exhibited internationally and is held in permanent collections of various design museums around the world, including the Museum of Modern Art in New York (MOMA), the Design Museum in London and the Vitra Design Museum Weil Am Rhein, Basel, Switzerland. .......................... What do you think of Ross Lovegrove's work? What do you make of his ""car on a stick""? Share your views -- or read others' thoughts in the Just Imagine forum.",0.5910138,889
37,"LONDON, England (CNN) -- ""No matter what I do in life I think I will always be remembered as the wrap dress"" -- (Diane von Furstenberg, CNN 2008) Calling the shots: Diane von Furstenberg oversees a meeting to discuss handbags in New York. Belgian-born, New York-living, ex-member of the German royal family, daughter of a holocaust survivor, socialite and business-woman, Diane von Furstenberg is famous for one thing: a single item of clothing. Her wrap dress -- a patterned piece of jersey tied around the body like a kimono -- sold in the millions. In the 70s, when Von Furstenberg launched her dress business, the wrap's simplicity became synonymous with feminism and the sexual revolution. ""I was selling clothes that would make other women feel confident,"" (Von Furstenberg, CNN, 2008). And the designer herself came to become the face of the brand. Photographed modeling her own clothes, launched a face that became so iconic that Andy Warhol painted her. But with success came boom then bust -- the 80s saw a dramatic nose-dive in the quality and distribution of the DVF brand. ""I became successful very quickly, a lot of people wanted my name and I licensed a lot of things .. the spirit of the brand disappeared"", (Von Furstenberg, CNN, 2008). In the late 90s, wrap dresses came back in to fashion, and DVF returned to the fashion pages, and subsequently fashion shows, of the age. The comeback is recorded as one of the most successful business stories of the decade. Her 30 stores and countless concessions in department stores make the DVF brand a multi-million dollar fashion empire. She dresses celebrities from Madonna to Sharon Stone, but keeps her products affordable and maintains an ethos of ""easy to wear"" ""When a woman goes in to a DVF shop and tries something on, it's like a light turns on"", (Von Furstenberg, CNN, 2008). Celebrities are often snapped wearing Von Furstenberg's designs. DVF often clings to Eva Longoria Parker's silhouette who declares to Revealed ""She is one of my favorite people -- not just a designer!"" Honored by the Council of Fashion of Designers of America (CFDA) by inviting Von Furstenberg to act as President -- she is now seen as the Grand Dame of New York fashion. CNN gains access to her as she prepares for the 2008 CFDA Awards -- deciding at the last moment to ditch one of her own designs and wear an Yves St Laurent tuxedo in a tribute to her friend, the designer who died a few days before the ceremony. Clearly moved, Revealed includes footage of her rehearsing the changes to her speech to include a touching farewell to YSL: ""He brought art into fashion, and fashion into art. He used to joke that he always wanted to be Matisse. But I think if we could have asked Matisse, he would have wanted to be Yves St Laurent"" she tells CNN. Revealed follows Diane von Furstenberg at an exciting moment in her catwalk history. For the first time she is showing outside of the United States, and the setting for her European debut is a romantic private Florentine garden, under the full moon. The Tuscan capital is a special place for her, as it was half an hour down the road that her first wrap dress was produced in a local textile factory. We document the magnificent event from a behind-the-scenes perspective. Interviewing Von Furstenberg herself, along with supermodel Natalia Vodianova, and DVF Creative Director Nathan Jenden; we get a sense of the unfolding of a magical star-lit event. From fittings and dress rehearsals, to visits from the 9-year-old granddaughter Von Furstenberg lovingly calls 'her assistant,' we experience the excitement of the designer returning home to Europe and putting on a magnificent show to herald her arrival. The theme of the collection is ""Le Petit Valise"" -- a group of outfits that can be easily packed and will not crumple; a notion in keeping with the spirit of the DVF brand. Inspired by the Talented Mr Ripley, 600 guests including Lapo Elkan (heir to the Fiat empire) witness the 50 wardrobe changes of a young American traveling abroad. To experience the elegant, informal, party-loving spirit of DVF and her team of designers and models, tune in to ""Revealed"" on CNN International in November. ALL TIMES GMT Wednesday, November 19 0930 1830 Saturday, November 22 0830 1900 Sunday, November 23 0530 1830 Monday, November 24 0400 .",0.5900964,4608
38,"(CNN) -- They scream germs: Used gum. A flock of pigeons. A tomb covered with kisses. The Blarney Stone in Ireland received more than 400,000 visitors in 2008, many who kissed the lucky stone. These bacteria-infested attractions have topped an unusual list compiled by editors at TripAdvisor.com, a travel advice Web site. This summer, editors at the site named the five ""germiest"" tourist spots in the world. Despite the H1N1 scare that went global this spring, tourists haven't stopped spitting out their gum and sticking it onto a wall already saturated with millions of gooey pieces, editors say. Nor do germ fears stop travelers from journeying to the pigeon-infested St. Mark's Square in Venice, Italy, where the birds often bestow droppings. ""These places are great attractions regardless of the fact that they are 'germy',"" said Brooke Ferencsik, a travel expert at TripAdvisor. ""Venice is lovely, and it's a great spot, but with all the pigeons, I'd bring an umbrella just in case the birds drop some gifts from above."" Though it is unlikely to get sick from visiting one of these places, health experts say germs are always a gamble. The more people who touch and visit a spot, the more germs there are in the mix, they say. Their traveling advice? Travelers should load up on hand sanitizers and wash their hands often on their trips. Blarney Stone in Blarney, Ireland . Where the Blarney Stone came from and how it got to Ireland is a matter of debate. One old tale goes: Once upon a time, the king of Ireland saved a woman drowning in Blarney Lake. The woman told the king that if he kissed the stone, he would receive the gift of eloquence. Thus, the tradition of kissing the Blarney stone was born.  Watch where you can find germ hotspots » . Last year, about 400,000 people kissed the stone, says a spokesman for Blarney Castle & Gardens. To do so, the person must be hung upside down to kiss the rock. Some people prefer watching to smooching. Chuck Gerba, a professor of microbiology at the University of Arizona, visited the Blarney Stone in Ireland last year and refused to kiss the same spot where millions of tourists had put their lips. ""My wife did it,"" he added. ""And I wiped her lips before I kissed her."" Market Theater Gum Wall in Seattle, Washington . There is a distinct fruity aroma that welcomes visitors when they pass the giant wall of gum housing millions of chewed pieces in Seattle. The gum -- pink, blue, yellow and green -- is piled several inches thick, spanning an area 15 feet high and 50 feet wide.  Watch the wall of gum » . The Gum Wall, also dubbed the Wall of Gum, is one of the strangest attractions in Pike Place Market, where visitors can go to watch fish throwers and see the original Starbucks. ""People will do artwork with the gum,"" said Jay Hitt, the marketing director of the Market Theater. ""They write words on the wall, stick posters and business cards."" The gum-sticking tradition began by accident in 1993 when patrons, mostly college students waiting in line for a show, would stick gum to the wall. Theater company workers say they scraped the gum routinely, but eventually gave up. Slowly the gum amassed. Today, there aren't any rules at the Gum Wall. Visitors from all over the world snap photos next to it and leave as many pieces of their own gum as they want. St. Mark's Square in Venice, Italy . In the heart of Venice, Italy, lies St. Mark's Square, also known as Piazza San Marco, where both tourists and pigeons flock. Each year, more than 2 million visitors venture to St. Mark's Square to see the Doge's Palace and St. Mark's Basilica. Thousands of the dirty birds crowd the square sometimes leaving their droppings or attacking visitors. Some fearless visitors who aren't worried about germs snap pictures with the birds. But health experts warn that birds are notorious for carrying dangerous germs and viruses. If you want to see the famous pigeons, go soon. In 2007, city officials have worked hard to remove the pigeons from the square. They have banned people from feeding them and have even started trapping the birds in nets, significantly reducing the pigeon population. Grauman's Chinese Theatre in Hollywood, California . What do George Clooney, Clint Eastwood and Marilyn Monroe have in common? All three of them are celebrated stars with their hand prints molded into the concrete of the forecourt of Grauman's Chinese Theatre for millions of people to touch. The sidewalk is littered with 246 celebrity hand and footprints that draw in 4.5 million visitors a year, many of whom put their own hands and feet on them. The site began as an accident in 1927 when Norma Talmadge, a famous actress in the 1920s, stepped into wet cement. Creator and owner of the theater, Sid Grauman, decided to make the hand and footprints a tradition. ""The stars are selected based on the longevity of their career,"" said Levi Tinker, a tour guide at the Grauman Theatre. ""Stars who will be around 10 to 20 years from now are picked so people know who they are."" For germ-conscious travelers, Tinker says the concrete is mopped daily and pressure washed once a week. Oscar Wilde's Tomb in Paris, France . It's an unusual site in the Père Lachaise Cemetery in Paris. Author and playwright Oscar Wilde's body rests in a tomb speckled with lipstick marks from visitors from all over the world showing their literary appreciation. Wilde, who died in 1900 from cerebral meningitis, continues to be a celebrated literary figure today famous for his tabooed sexuality at the time and his novels such as ""The Picture of Dorian Gray."" The kisses display a rainbow of colors -- so much so that travel experts say Oscar Wilde's name on the tomb can be hard to discern sometimes. One TripAdvisor traveler wrote after visiting the grave, ""The tombstone of Oscar Wilde is ... well, wild, excuse the pun.""",0.58736396,5327
39,"HONG KONG, China (CNN) -- An imperial ""dragon"" throne owned by a Chinese emperor set the world auction record for Chinese furniture Thursday, selling for about US $11 million. Nicolas Chow of Sotheby's, pictured, said mainland Chinese buyers were ""ready to pay the premium."" There was frenzied bidding among mainland, Hong Kong and Taiwan collectors at the Sotheby's auction in Hong Kong. Thirty-six bids came in 10 minutes, with tension building as a new telephone bidder jumped into the competition. ""These mainland (China) buyers, mainland collectors are ready to pay the premium it takes to secure an object of this quality,"" said Nicolas Chow, international head of Chinese ceramics and art at Sotheby's. The winning bid of US $11,068,193 (HK $85,780,000) was by a private Shanghai businessman. It was nearly triple the estimate of US $3.9 million (HK $30 million), Sotheby's said.  Watch why the throne is so prized » . ""This is the place from which the emperor conducted his stately affairs and received foreign envoys and basically, this is a seat of power,"" Chow said. ""No one else should have sat down in this place."" The throne belonged to Emperor Qianlong, who ruled from 1736-1795. The 4.6 foot-long (140 centimeters) piece is considered rare and prized because of the zitan wood from which it was carved. It also features carved panels, curved legs and an elaborate ""Five Dragon"" carving on the front and back. The number five represents the ""five blessings"" of old age, wealth, health, virtue and peaceful death, according to Sotheby's. Other pieces that sold Thursday included a celadon ground butterfly vase. The Qianlong period piece sold for US $2.74 million (HK $21.3 million). CNN's Pauline Chiou contributed to this report.",0.5839771,7736
41,"(CNN) -- They were taken before Marilyn Monroe became branded as the voluptuous blonde who oozed sex appeal in dozens of Hollywood films. A 24-year-old Marilyn Monroe poses for Life magazine in August 1950. They were taken before rumors of an affair with President John F. Kennedy swirled and her mental breakdowns became public. They were taken before the beautiful actress's mysterious overdose that resulted in her death at the age of 36. In a collection discovered by Life.com last month, unpublished photographs of Monroe reveal a softer, more innocent 24-year-old budding starlet in a more peaceful time, before her fame peaked. Her flawless face bears a natural look with minimal makeup, unusual for the star, who was often glamorized in photo shoots with lipstick, designer dresses and expensive jewelry. Monday would have been Monroe's 83rd birthday. In one photo, the young Monroe lies in bliss, reading on a park bench, which editors at Life.com believe was shot at Griffith Park in Los Angeles, California. In another, her face is serene as she is perched over a bridge barefoot. The shoot, which dates to 1950, was conducted by Life photographer Ed Clark. It's a side of Monroe that the American public has rarely seen. ""She hasn't really exploded as a star, yet she was on the brink of something big,"" says Dawnie Walton, deputy editor at Life.com, a Web site harboring more than 7 million Life magazine photographs. The site was launched in March. ""I was amazed looking at her face. Although she looks very innocent, there is something very ... sexy."" Last month, Walton stumbled upon the rare photographs while combing through the company's digital photo archives. Apparently, no one at Life.com even knew they were ever taken. Upon investigating the photos, Walton says, she found there were few notes left on the negatives. She says the photos were probably taken for a cover shoot that was never used. Monroe appeared on her first Life magazine cover in 1952.  See some of the previously unpublished photos of Monroe » . ""It just got lost and stowed away,"" Walton said. ""It was just ... somewhere in a warehouse in New Jersey."" At the time the photos were shot, Monroe had her first small breakout role as a mistress in ""The Asphalt Jungle."" The star was better known as a model at the time, though she'd had a handful of cameos in films. Photographer Ed Clark told the Sarasota Herald-Tribune a friend from 20th Century Fox alerted him that the studio had just signed ""a hot tomato."" ""She was unknown then, so I was able to spend a lot of time shooting her,"" Clark said. ""We'd go out to Griffith Park and she'd read poetry. I sent several rolls to Life in New York, but they wired back, 'Who the hell is Marilyn Monroe?' "" Photographs later in the 1950s and early 1960s would display a much more confident and sexual Monroe -- images that would become iconic in popular culture. There is the famous photograph of a busty Monroe in a white halter dress, standing with her skirt blowing up in 1955 for her role in ""The Seven Year Itch."" In 1962, American photographer Bert Stern shot a tipsy, sometimes nude Monroe in a series of delicate shots that would be known as ""The Last Sitting."" Monroe died about six weeks later, on August 5, 1962. Life.com staff members say there are 15 million photographs in the Life archive dating back to the late 1850s, even before Life officially began publishing in 1936. Two years ago, the publication began slowly transferring the photographs into a digital archive. From time to time, unpublished photographs will be found that the company doesn't know existed. Other times, the photographs may have been taken but never selected to be used for publication. Last March, to commemorate the 11th anniversary of Frank Sinatra's death, Life.com released a series of unpublished photographs of the singer. In April, Life.com released newly recovered, never-before-seen photographs of Martin Luther King Jr. taken by a Life photographer on the day King was assassinated at a Memphis, Tennessee, hotel in 1968.",0.58293146,5785
43,"BOSTON, Massachusetts (CNN) -- A huge mural greets visitors to the Reggie Lewis Track and Athletic Center in Boston. It's a memorial to the building's namesake, who died unexpectedly in 1993. Hundreds of tiles are used to create the ""magic"" mural at the Reggie Lewis Track and Athletic Center in Boston. A young Reggie Lewis, wearing his  No. 35 Boston Celtics jersey, dominates the middle of the 11-foot-by-14-foot artwork. At the bottom left is a picture of him and his wife. To his right, the face of legendary Celtic Larry Bird. But as young men in sweats and sneakers make their way into the gym, something strange happens. The mural comes alive. The photo of a beaming Lewis in formal attire transforms into Lewis the basketball player, streaking down the court. Larry Bird's picture morphs into that of another famous player, Robert Parrish. With each step, the mural transforms, representing the many scenes in one man's life. Artist Rufus B. Seder calls these ""movies for a wall"" Lifetiles. The Massachusetts artist invented the Lifetiles medium and is the only artist in the world using it. He has more than 30 Lifetiles installations around the globe.  Watch a magic mural in action » . At the Taiwan Aquarium, dolphins swim on the wall alongside awestruck children. Bucking broncos line the halls of the the National Cowgirl Museum and Hall of Fame in Fort Worth, Texas. Dancers spin and twirl along with passengers on luxury cruise ships in the south of France. And Seder calls the the South San Francisco, California, BART station his ""own personal gallery,"" with more than 16 installations. Lifetiles don't use electricity, moving parts or tricky lighting -- just an elaborate and painstaking process done out of Seder's Eye Think Inc. studio near Boston. ""What I'm after is trying to create an experience which totally takes you by surprise,"" he said. Scanimation on the shelf . If the technology you see in Lifetiles looks familiar, you might have caught something similar at a local bookstore. The popular children's books ""Gallop!"" and ""Swing!"" were also written and illustrated by Seder. With a technique he calls scanimation, pictures in the books come alive as you flip the page. It's a kids' favorite that quite a few parents enjoy, too, based on sales numbers. ""Swing!"" and ""Gallop!"" are currently on The New York Times bestseller list. Seder originally used scanimation in greeting cards he sold at trade shows around the country. Then Workman Publishing came calling, asking Seder to develop a book based on the eye-catching technique. That's when Seder caught lightning in a bottle. After several decades as a somewhat unknown artist, he found himself flying to China to teach the scanimation technique to book makers. Just a few years later, there are over 2 million copies of ""Gallop!"" in print in more than 13 languages. Still awed by their popularity, Seder said, ""I would've been satisfied if a limited edition sold well. It totally blew my mind what happened."" Although his books' success have gained Seder some newfound publicity, the Lifetiles are truly his life's work. The relatively unknown and seemingly modern form of art isn't new at all. Seder's been working on Lifetiles for more than 20 years, inspired by toys from the 1850s called zoetropes and an active imagination as a youngster. ""I started making movies when I was 12 years old,"" he said, ""so I was always into motion pictures and especially into optical tricks and techniques that trick the eye."" How does it work? As a viewer, you don't have to learn how to see a Lifetile. It's intuitive, and one immediately understands the concept. As you walk past the mural, it begins to move along with you. But the question that immediately comes to mind -- and the one Seder gets the most -- is, ""How does it work?"" ""The short answer is, it's magic,"" Seder said. ""The longer answer is, it's like a flipbook. I've taken all the pages from a flipbook and scrambled them all together, and I've put them up on the wall and made them animate."" The lengthy process also requires attention to detail. Much like an animator, he creates a series of drawings on his computer. He then strips down each image into what becomes an indistinguishable picture made up of a series of vertical lines. This squiggly-lined image becomes the equivalent of a photo negative. The negative gets sandblasted onto a hand-cast glass tile made in Seder's studio. The heavy, 8-inch-square glass tiles get painted, scraped, fired in a kiln and finally added piece by piece to a Lifetiles mural. Hundreds of these tiles work in harmony to create a huge moving image when displayed on a wall. Seder patented the painstaking technique but thinks most other artists wouldn't have his patience, even if they had his know-how. ""It's not that I've been playing my cards close to my vest,"" he said. ""It's just very difficult to do."" A Lifetiles installation, from conception to completion, can take up to a year to complete. It's a labor of love he shares with others who walk by his ""magic"" walls. ""I love to watch people react to the work. They don't expect a wall to move,"" he said. ""They'll be walking down the hallway in a museum and walking outdoors through a zoo ... and suddenly they realize, 'Those dolphins are starting to move next to me! How is that possible?' """,0.58262295,3240
44,"(CNN) -- Vivienne Tam has become well known for creating clothes that appeal to all ages, ethnicities, and income levels. She has earned the reputation for offering a stylish and high-quality product while at the same time inviting the consumer to experience the inspiration behind it. As a designer of clothing that ""suggests tolerance, global acumen, and a Fourth of July faith in individual expression,"" Tam, in the words of fashion critic and curator Richard Martin, possesses an ""idealistic globalism that transcends politics and offers a more enchanted, peaceful world."" Born in Canton, China, Vivienne Tam moved to Hong Kong when she was three years old. Her bi-cultural upbringing in the then British colony was the first stage in the development of her signature East-meets-West style. After graduating from Hong Kong Polytechnic University, Vivienne Tam moved to New York where she thrived on the excitement and energy of the fashion world. New York became a home for her and a continuing source of stimulation for her designs. In 1994, Vivienne Tam launched her signature collection of Eastern inspired clothing with a modern edge on the New York runways. In 1995, she introduced the influential Mao collection that triumphantly crossed over from the fashion world into the art world. Then in 1997 Vivienne Tam launched the Buddha collection. The public and celebrities around the world quickly embraced both collections. Some of the images became so popular that scores of designers even adopted the look into their designs. Pieces of the collections were ultimately incorporated into the permanent archives of the Andy Warhol Museum in Pittsburgh, The Museum of FIT and the Metropolitan Museum of Art in New York, and the Victoria and Albert Museum in London. In an era where the fashion industry is populated by numerous names and emerging new talents, Vivienne Tam has shown that she can consistently appeal to everyone from high-society to urban to teens, offering them fresh collections every season. She is poised to become the next multi-tasking, multi-successful designer and businesswoman. E-mail to a friend .",0.5773909,2198
45,"London, England (CNN) -- The fashion world was Friday mourning the death of celebrated British designer Alexander McQueen as questions were raised over the future of his multi-million dollar luxury clothing brand. A day after McQueen was found dead in his London home, the 40-year-old's flagship store in the city was closed, while flowers were laid in honor and a flag was flown at half mast over the shuttered doorway. A manager at the Alexander McQueen store in New York, where similar memorial scenes of flowers and candles were reported, said the shop would also be closed in light of the designer's death. McQueen's New York fans show support . Emerging from a modest background as the son of an east London taxi driver to become a household name, McQueen's success has been hailed as a testament to his talent, but analysts say there are doubts his name will endure. Design brands have previously outlived their founders, with notable examples being the success of Frenchman Yves Saint Laurent's empire despite his death in 2008, and the survival of Gianni Versace's label following his 1997 murder. Industry insiders say McQueen's hands-on involvement in his business as the creative driving force behind the label's bold and eccentric output will be difficult to sustain without the designer at the helm. Gucci Group, which acquired a 51 percent stake in the McQueen brand in 2001, has yet to make a statement on the future of the label and its 11 stores worldwide which, according to the Financial Times, was not profitable until 2007. The fashion house has not disclosed current figures for the brand which, the Times of London newspaper reported Gucci paid £13.6 million ($21.2 million) for its stake in. Tim Gadoffre, CEO of luxury brand analyst Marival & Company, said McQueen's death represented a ""disaster"" for the brand and said there would be substantial doubts over the label's ability to survive its visionary founder's death. Says Gadoffre, despite huge celebrity success, the McQueen brand had only just been consolidated as a going concern and the next decade would have been crucial in converting the designer's name into a long-term franchise. ""It is too early to tell, but I'm not convinced it is possible to project the business any further without him,"" he told CNN. Nevertheless, retailers were reporting a sharp rise in sales of  McQueen items in the immediate wake of his death. A spokeswoman for the upscale Liberty of London department store told CNN it had seen a 14-fold increase in McQueen brand sales, with top sellers including his signature skull print scarf and main line collection. McQueen's death reportedly occurred on the eve of the funeral of his mother, Joyce, with whom he was said to have a very close relationship . Tributes have poured in for McQueen, with many in the fashion and film industry hailing the ""enfant terrible"" for his diverse clothing creations and for dressing stars such as Sarah Jessica Parker and Nicole Kidman. ""His brilliant imagination knew no bounds as he conjured up collection after collection of extraordinary designs,"" said British Vogue Editor Alexandra Shulman, adding that his work ""influenced a whole generation of designers."" ""His death is the hugest loss to anyone who knew him and for very many who didn't,"" she said in a statement on the magazine's Web site. ""We are deeply shocked and saddened at the news of Alexander McQueen's untimely death,"" said a statement on the London Fashion Week Web site. ""He was a unique talent and one of the world's greatest designers. Our thoughts are with his friends and family at this sad time."" Although McQueen was not showing a collection at the London Fashion Week, he was to unveil his ready-to-wear collection at the Paris fashion shows in March. His 2010 spring/summer collection featured alien-inspired makeup and prints, according to Vogue, and ""was lauded as his best by the fashion press."" Dresses in that ready-to-wear line had exaggerated tiny waists and rounded hips, and models on the catwalk wore high club-like boots with them. Model Naomi Campbell said she was ""truly devastated"" by McQueen's death. ""His talent had no boundaries and he was an inspiration to everyone who worked with him and knew him,"" she said in a statement released by her publicist. Designer Carolina Herrera called McQueen ""one of a -kind"" and said in a statement that he was ""one of the most talented designers of his generation. This is a big loss for the world."" The designer was born as Lee Alexander McQueen in 1970 in London's East End, the son of a taxi driver. He left school with few qualifications, but later studied fashion at London's prestigious St. Martin's College and worked on the famous Savile Row street of tailors at a company that made suits for Prince Charles. One anecdote that helped cement his bad-boy image claimed that he had once embroidered a suit for the Prince of Wales with a profanity sewn into the lining. His clothing line was purchased in 1991 by stylist Isabella Blow, who became a close friend. She committed suicide in 2007, five years after his label was brought into the Gucci Group.",0.5751846,9366
46,"NEW YORK (CNN) -- A stolen Statue of Liberty replica has resurfaced in a disturbing video posted on YouTube that shows someone decapitating the blindfolded lady and smashing her head into pieces. The YouTube video shows a gloved hand sawing off Lady Liberty's head before smashing it. The 200-pound replica was stolen less than a month ago from Vox Pop, a coffee shop in Brooklyn. ""It's very disturbing,"" shop operator Debi Ryan told CNN, adding the video struck a chord similar to that of terrorist assassination videos. ""I don't know what it means. ... I don't know who would do this."" The YouTube video begins with a waving American flag, and then shows a gloved hand sawing off the head of the statue before crushing it. The slogans ""We don't want your freedom"" and ""Death to America"" flash across the screen during the one-minute video, which is dated July Fourth. It was anonymously e-mailed to the Daily News and Ryan earlier this week. Ryan said she's sure the statue in the video is the one stolen from her cafe. ""She's unique. I know my girl,"" she said of the statue. ""We just had her completely refurbished, outfitted with a solar torch and painted."" Authorities told CNN they are handling the case as a larceny rather than separately investigating the YouTube video. ""We want to verify who sent the e-mail with the video and see if they're responsible,"" police said. A sign on the store, located in Ditmas Park, reads, ""Books, Coffee, Democracy,"" near where the 8-foot replica of Lady Liberty used to stand outside. The self-described community coffee shop is also a bookstore and a spot for artists and performers. ""We've created a space here that's owned by the community,"" Ryan said. ""We're all about freedom of speech and freedom to be who you are and say whatever you think."" But Ryan doesn't consider the YouTube video featuring her stolen statue appropriate free speech. ""Vox Pop stands for freedom of speech. You don't get to steal somebody else's property to send that message. We have to respect each other,"" she said. Although the coffee shop recently faced economic problems and neighborhood tension, the motive behind the statue's theft remains unknown. As for whether there will be a replacement statue, Ryan said, ""I'm hoping. I think she belongs here. But she added, ""Whether we have a physical statue or not, what she stands for remains here.""",0.57062656,5633
47,"(CNN) -- A controversial exhibition featuring preserved corpses having sex opened Thursday in Germany's capital. Gunther von Hagens' controversial ""Body Works"" shows have traveled throughout the world. Part of his traveling ""Body Works"" exhibition, ""The Cycle of Life,"" is showing at Berlin's Postbahnhof and features 200 human bodies at various life stages -- from conception to old age, including embryos and fetuses taken from historic anatomical collections. In one exhibit a male body is lying on his back with a woman sitting astride him with her back towards his head. Torsten Woehlert, spokesman for Berlin's Culture Ministry, told CNN that there has already been a number of complaints from the public in the press, though none have come to the ministry itself. He said: ""As it is not against the law, only against good taste, there is not much the government could do anyway."" Conceived by Gunther von Hagens -- dubbed Dr. Death in Germany -- the exhibition displays the bodies with their muscles, nerves and tendons on show using a preservation technique he pioneered called plastination. This process involves replacing all body fluids and soluble fat with specially manufactured plastics. On his Web site, the anatomist describes the exhibition's purpose and goal ""to reveal and expose the anatomical structure of the human body and its function, in a unique lesson, and to teach us about the complexity of the human body, its anatomy, and the importance of leading a healthy way of life."" What do you think? He added that the source of the exhibition is from donors -- people, who during their lifetime, declared their willingness, by informed consent, to display their bodies at the exhibition for the ""benefit of education, health and the awareness of the wide public to the different systems of the human body."" When asked about the coupling of sex and death, von Hagens told Germany's Bild that ""death and sex are both taboo topics. I'm bringing them together. Death belongs to life."" He added that ""without sex no life would exist."" Von Hagens' work has divided opinion in the past, with critics often doubting his scientific motives and accusing him of shocking people to gain publicity. His public autopsy in 2002 for British broadcaster Channel 4 -- the first in the UK for 170 years -- received hundreds of complaints. The authorities also threatened to arrest him after declaring the procedure illegal. Von Hagens justified his actions as ""demystifying the post mortem examination,"" and likened the medical profession to ""medieval priests who would not allow ordinary people to read the Bible,"" The New Scientist reported.",0.56304985,6667
